country,countryname,StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,home,gathering,distance,hands,help_covid,donate_covid,volunteer_covid,help,donate,volunteer,admiration,calm,compassion,determination,moved,gratitude,hope,love,relief,pleasure,anger,anxiety,boredom,confusion,disgust,fear,frustration,loneliness,regret,sadness,ERQ1_rumination,ERQ2_reappraisal,ERQ3_suppression,ERQ4_socialsharing,ERQ5_distraction,ERQ6_acceptance,support,connected,phy_healthy,mentally_healthy,stressed,tired,depressed,res_1,res_2,euda_1,euda_2,swl,sympathy,concerned,overwhelmed,distressed,self_vulnerable,country_vulnerable,age,education,gender,ladder,employment,losejob,covidsymptom,language,datasource,ISO3,longstring,na_count
170,South Africa,22/04/2020 09:31,22/04/2020 10:09,0,100,2258,1,22/04/2020 10:09,100,100,91,60,0,0,0,1,0,0,2,3,4,3,5,6,4,6,3,6,4,5,0,4,0,5,6,0,2,5,3,5,1,5,4,5,6,4,34,73,58,89,13,5,6,5,5,7,6,6,3,4,7,7,35,20,2,7,1,NA,0,EN,snowball,ZAF,1,0
170,South Africa,28/04/2020 13:12,28/04/2020 13:23,0,100,629,1,28/04/2020 13:23,100,100,100,100,0,0,0,1,0,0,0,0,4,3,0,2,6,6,0,2,3,6,5,4,0,6,6,0,0,4,6,5,0,0,0,6,0,0,100,28,100,100,100,4,3,1,2,4,6,6,6,6,10,10,24,12,2,1,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,06/05/2020 08:04,06/05/2020 08:07,0,71,208,0,13/05/2020 08:08,100,100,100,90,1,1,0,1,1,0,4,5,4,4,2,6,6,4,3,4,4,4,6,2,2,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AFRI,snowball,ZAF,3,0
170,South Africa,29/04/2020 13:09,29/04/2020 13:19,0,100,569,1,29/04/2020 13:19,100,0,100,85,0,0,0,0,0,0,6,6,5,6,6,6,6,6,3,0,0,0,3,1,0,0,2,6,0,5,3,6,6,1,6,3,0,0,100,100,0,0,0,6,6,6,5,6,6,6,5,4,0,8,35,16,2,8,1,NA,0,EN,snowball,ZAF,5,0
170,South Africa,25/04/2020 01:50,25/04/2020 02:08,0,100,1081,1,25/04/2020 02:08,0,3,7,3,0,0,0,0,1,0,3,4,2,5,2,4,3,0,0,3,0,2,0,2,0,2,5,6,4,2,3,4,0,3,0,0,2,2,100,79,62,17,82,5,4,4,0,5,6,6,2,2,9,9,85,17,2,6,3,NA,0,EN,snowball,ZAF,2,0
170,South Africa,07/05/2020 01:57,07/05/2020 02:07,0,100,585,1,07/05/2020 02:07,90,100,90,100,1,0,0,0,0,0,2,3,4,3,6,6,4,4,2,2,5,5,4,6,5,6,6,3,2,4,5,5,3,4,4,4,4,4,71,71,87,86,53,4,4,3,3,8,6,6,5,6,10,10,32,22,2,6,1,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,05/05/2020 06:15,05/05/2020 06:34,0,100,1151,1,05/05/2020 06:34,93,2,94,94,1,1,1,1,1,1,4,5,5,4,3,4,5,4,3,4,2,2,1,1,1,2,1,1,1,2,1,3,3,5,4,4,4,5,97,92,3,3,1,4,5,6,6,10,4,4,2,2,5,7,53,22,1,5,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,30/04/2020 02:28,30/04/2020 02:37,0,100,531,1,30/04/2020 02:37,90,0,70,100,0,1,0,1,1,0,6,5,6,4,4,6,4,6,4,4,6,5,3,2,0,6,5,5,4,5,4,4,6,2,6,4,4,6,100,39,100,41,81,4,6,4,4,5,3,6,4,3,6,10,22,16,2,7,4,NA,NA,FR,snowball,ZAF,2,0
170,South Africa,01/05/2020 06:43,01/05/2020 06:53,0,100,645,1,01/05/2020 06:54,100,100,83,100,1,0,1,0,0,0,4,5,5,6,4,6,4,2,2,5,0,4,6,2,0,0,3,6,6,6,4,6,3,2,6,6,1,3,23,41,89,100,7,5,5,3,4,5,3,6,4,4,10,10,23,16,2,9,4,NA,0,EN,snowball,ZAF,3,0
170,South Africa,22/04/2020 08:04,22/04/2020 08:16,0,100,716,1,22/04/2020 08:16,2,0,91,100,0,0,0,1,0,0,5,5,6,5,4,6,6,6,2,6,1,4,1,3,0,5,4,1,0,3,1,5,4,3,3,5,4,5,21,69,58,22,20,5,6,5,5,6,5,5,3,3,9,10,38,20,1,4,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,07/05/2020 01:07,07/05/2020 02:17,0,100,4198,1,07/05/2020 02:17,85,100,100,10,0,0,0,1,0,0,1,2,2,2,3,3,2,3,3,3,2,4,2,4,2,4,4,1,3,3,4,4,2,3,3,3,4,5,79,56,74,74,75,5,4,3,3,6,3,4,3,4,5,5,31,16,1,8,1,NA,0,AFRI,snowball,ZAF,3,0
170,South Africa,29/04/2020 15:11,29/04/2020 15:20,0,100,527,1,29/04/2020 15:20,70,32,60,100,1,0,0,1,0,0,2,2,3,3,2,3,2,4,3,4,5,5,4,5,3,5,3,3,3,4,6,5,6,1,2,4,2,3,71,73,20,52,45,5,5,4,5,5,5,4,3,3,4,9,29,16,1,5,1,NA,1,EN,snowball,ZAF,3,0
170,South Africa,28/04/2020 05:33,28/04/2020 05:49,0,100,944,1,28/04/2020 05:49,99,100,100,78,0,0,0,0,0,0,4,6,5,4,4,6,5,6,6,5,2,0,2,0,2,4,1,1,4,0,0,3,4,4,3,6,5,6,90,82,NA,NA,NA,5,5,6,5,5,5,6,4,4,3,10,38,12,2,5,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,29/04/2020 15:06,01/05/2020 07:18,0,78,144755,0,08/05/2020 07:18,95,0,100,100,1,0,0,1,1,1,NA,4,5,6,4,5,5,6,3,5,1,1,0,3,0,0,3,0,0,0,0,4,3,6,2,4,6,6,100,100,0,0,0,4,4,6,6,NA,6,6,3,NA,5,5,NA,NA,NA,NA,,NA,NA,EN,snowball,ZAF,3,1
170,South Africa,28/04/2020 16:52,28/04/2020 17:21,0,100,1733,1,28/04/2020 17:21,100,100,100,100,0,0,0,0,0,0,3,4,2,0,2,5,2,6,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,6,6,100,100,0,0,0,0,6,6,6,10,6,1,1,0,0,2,19,13,1,5,4,NA,0,EN,snowball,ZAF,4,0
170,South Africa,23/04/2020 12:22,23/04/2020 12:35,0,100,814,1,23/04/2020 12:35,100,100,80,80,1,0,0,1,1,1,4,3,6,5,5,6,4,6,4,4,2,6,2,5,0,5,1,0,0,4,4,1,1,5,3,4,6,4,81,100,71,57,0,6,6,5,6,9,6,6,3,4,9,10,26,19,2,7,4,NA,0,EN,snowball,ZAF,2,0
170,South Africa,02/05/2020 03:02,02/05/2020 03:17,0,92,865,0,09/05/2020 03:17,96,100,96,91,0,0,0,1,0,0,4,5,4,4,3,5,4,4,2,3,1,2,1,2,0,1,2,2,1,3,0,3,3,3,2,3,4,4,63,88,18,19,15,6,6,5,5,7,5,5,3,3,5,8,39,20,1,7,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,07/05/2020 01:02,07/05/2020 01:19,0,100,1004,1,07/05/2020 01:19,90,100,70,0,0,0,0,1,0,0,4,2,3,3,4,5,5,5,4,4,3,4,0,3,0,0,3,0,0,4,4,3,5,4,3,1,6,4,66,57,47,78,58,5,4,5,4,3,4,3,0,3,10,10,24,14,2,3,"1,4",NA,0,EN,snowball,ZAF,3,0
170,South Africa,07/05/2020 01:05,07/05/2020 01:18,0,100,725,1,07/05/2020 01:18,80,99,100,80,1,1,1,0,1,1,0,0,3,1,3,0,2,3,0,4,6,5,5,6,5,5,5,5,5,5,6,3,3,3,2,2,3,2,93,16,97,96,95,2,2,2,1,2,3,3,5,5,3,3,42,15,2,6,1,NA,0,AFRI,snowball,ZAF,6,0
170,South Africa,23/04/2020 05:06,23/04/2020 05:16,0,100,602,1,23/04/2020 05:16,90,50,90,70,1,1,0,1,0,1,3,4,5,4,2,4,3,1,0,4,0,4,0,1,0,0,6,2,0,6,2,4,2,4,2,6,5,5,51,51,9,84,74,4,4,2,5,6,4,2,2,1,8,8,28,23,2,6,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,25/04/2020 07:20,25/04/2020 07:32,0,100,712,1,25/04/2020 07:32,82,100,81,56,0,0,0,1,0,0,4,3,2,4,4,4,3,4,2,3,4,4,4,2,1,1,3,4,2,4,2,3,3,3,4,3,3,3,59,63,32,59,86,4,3,3,4,5,6,4,1,1,5,5,28,13,2,7,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,25/04/2020 06:09,25/04/2020 06:26,0,100,1041,1,25/04/2020 06:27,95,100,90,58,1,0,0,0,0,0,3,4,6,5,4,4,4,6,4,2,5,5,5,5,0,3,3,2,0,1,6,4,4,2,4,4,6,4,32,9,96,77,68,0,1,2,1,1,5,6,6,6,10,10,23,16,2,4,5,0,0,EN,snowball,ZAF,4,0
170,South Africa,07/05/2020 05:05,07/05/2020 05:13,0,100,485,1,07/05/2020 05:14,84,100,99,73,1,1,0,0,0,0,0,4,5,6,4,6,6,6,3,6,0,1,4,2,0,2,2,2,0,3,1,2,3,5,2,1,6,6,98,93,27,29,30,6,6,6,3,5,6,6,2,3,3,2,43,16,2,7,2,NA,0,AFRI,snowball,ZAF,3,0
170,South Africa,06/05/2020 06:24,06/05/2020 06:32,0,100,470,1,06/05/2020 06:32,100,100,100,100,1,1,0,1,1,1,2,4,2,4,3,6,6,6,3,6,4,2,3,6,6,0,6,0,4,6,3,4,4,6,3,3,2,2,64,78,69,90,49,4,5,4,4,8,6,6,1,2,4,10,43,16,1,7,5,1,0,AFRI,snowball,ZAF,3,0
170,South Africa,07/05/2020 12:10,07/05/2020 12:30,0,100,1212,1,07/05/2020 12:30,61,100,81,70,0,1,0,1,0,0,0,2,6,1,1,6,3,6,0,1,6,1,0,3,4,1,6,4,6,5,1,5,2,0,3,4,2,0,22,75,87,26,85,6,5,4,3,4,4,5,3,3,10,10,59,17,2,3,1,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,06/05/2020 01:43,06/05/2020 02:01,0,100,1117,1,06/05/2020 02:01,98,100,93,97,0,1,0,1,0,0,5,4,5,4,6,5,2,5,1,2,5,5,3,6,5,5,6,4,2,6,6,4,6,1,2,3,3,4,78,46,82,88,65,2,3,2,2,2,6,5,6,5,4,8,57,13,2,3,5,1,0,AFRI,snowball,ZAF,2,0
170,South Africa,29/04/2020 10:43,29/04/2020 10:49,0,100,366,1,29/04/2020 10:50,100,100,100,99,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,1,3,6,6,6,2,6,6,5,6,6,5,4,5,4,2,5,4,2,48,5,90,76,89,1,1,1,2,1,5,6,6,2,9,8,23,16,2,5,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,06/05/2020 07:03,06/05/2020 07:16,0,100,774,1,06/05/2020 07:16,100,100,100,70,0,0,0,0,0,0,2,4,3,4,0,4,2,3,0,3,4,4,4,3,0,5,4,0,3,5,5,3,4,4,3,3,2,1,48,25,77,56,69,3,3,2,1,4,4,3,3,3,4,8,23,12,2,4,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,11/05/2020 10:19,11/05/2020 10:29,0,100,592,1,11/05/2020 10:29,100,100,100,29,1,1,0,1,0,0,2,2,4,2,2,5,4,3,1,2,3,5,4,5,2,2,5,5,3,4,3,3,0,1,2,4,2,2,30,51,82,83,52,5,3,2,2,3,5,5,4,4,8,10,20,12,2,10,4,NA,1,EN,uvalab,ZAF,2,0
170,South Africa,29/04/2020 10:56,29/04/2020 11:11,0,100,900,1,29/04/2020 11:11,100,100,90,29,0,0,0,0,0,0,0,2,3,2,0,5,1,4,0,4,2,4,4,0,0,0,4,2,3,3,5,5,4,1,4,2,5,3,14,20,76,98,79,3,1,1,1,2,6,1,1,0,4,10,31,17,2,6,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,07/05/2020 09:34,07/05/2020 10:02,0,100,1683,1,07/05/2020 10:02,100,100,99,100,1,0,0,1,0,0,3,4,6,4,0,5,4,6,3,5,0,3,2,0,2,2,2,0,0,3,4,3,4,2,3,3,5,3,81,82,38,61,20,4,4,4,5,7,6,5,5,5,7,5,68,18,2,7,2,NA,0,AFRI,snowball,ZAF,3,0
170,South Africa,28/04/2020 15:55,28/04/2020 16:04,0,100,552,1,28/04/2020 16:04,80,90,85,85,1,0,0,1,0,0,3,2,5,2,1,5,2,2,2,2,1,5,6,4,2,4,4,2,5,2,5,4,2,5,5,3,4,2,16,38,87,100,70,4,4,4,3,6,5,5,3,3,7,8,23,16,2,4,1,NA,0,EN,snowball,ZAF,4,0
170,South Africa,28/04/2020 13:17,28/04/2020 13:27,0,100,569,1,28/04/2020 13:27,80,60,100,100,1,1,1,1,1,1,3,4,2,2,1,6,6,2,3,2,0,4,4,1,1,0,4,4,3,4,2,2,0,0,5,5,4,2,8,15,65,63,69,5,2,2,5,4,2,4,2,0,0,8,22,14,1,4,2,NA,0,EN,snowball,ZAF,2,0
170,South Africa,23/04/2020 02:54,23/04/2020 03:05,0,59,645,0,30/04/2020 03:05,100,11,93,100,0,0,0,0,0,0,2,3,3,4,3,5,0,6,3,6,4,4,3,2,0,0,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,EN,snowball,ZAF,2,0
170,South Africa,25/04/2020 04:44,25/04/2020 05:00,0,100,957,1,25/04/2020 05:00,95,100,97,90,0,1,0,1,0,0,3,5,4,2,4,4,6,5,4,4,1,3,3,0,0,0,1,3,0,1,1,4,4,4,0,1,3,2,77,93,11,28,8,4,5,4,4,7,6,6,2,4,3,2,50,18,1,6,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,29/04/2020 12:10,29/04/2020 12:25,0,100,896,1,29/04/2020 12:25,85,100,95,90,0,0,0,0,0,0,5,3,3,3,4,6,3,5,1,0,5,3,6,6,0,3,5,0,0,3,5,3,3,4,3,5,6,6,77,76,43,15,0,4,5,6,4,5,0,0,0,6,0,8,20,12,1,5,4,NA,0,EN,snowball,ZAF,3,0
170,South Africa,07/05/2020 00:12,07/05/2020 00:20,0,100,465,1,07/05/2020 00:20,71,100,71,100,1,0,0,1,0,0,5,3,5,4,5,4,5,5,4,3,5,3,4,4,2,2,5,4,4,3,3,4,4,4,5,4,5,4,66,65,64,72,52,4,4,5,5,6,4,4,3,4,5,7,22,15,1,4,1,NA,1,EN,snowball,ZAF,2,0
170,South Africa,07/05/2020 07:42,07/05/2020 07:55,0,100,759,1,07/05/2020 07:55,100,100,100,100,1,0,0,1,0,0,5,5,4,3,4,4,5,5,3,4,2,5,0,1,3,1,3,1,3,2,2,4,4,1,3,5,4,4,100,100,5,6,6,5,5,5,5,7,5,4,1,3,3,8,62,24,2,8,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,22/04/2020 23:53,23/04/2020 00:03,0,100,637,1,23/04/2020 00:03,100,100,100,100,0,0,0,0,0,0,4,4,4,5,5,5,4,5,5,4,0,3,1,1,4,3,0,0,1,0,2,5,3,4,1,4,5,5,82,84,38,40,0,5,5,6,6,4,4,4,2,3,6,9,28,19,2,5,2,NA,0,EN,snowball,ZAF,3,0
170,South Africa,20/04/2020 11:44,20/04/2020 12:02,0,100,1045,1,20/04/2020 12:02,0,0,92,83,1,1,0,1,0,0,5,1,6,3,6,6,4,3,5,1,5,6,1,6,0,3,5,2,4,6,3,5,2,1,3,5,2,3,82,60,91,80,100,1,3,2,3,7,5,5,3,3,5,10,42,16,2,7,2,NA,0,EN,snowball,ZAF,2,0
170,South Africa,29/04/2020 12:41,29/04/2020 12:50,0,100,526,1,29/04/2020 12:50,100,100,100,100,0,1,0,1,0,0,2,6,5,6,4,6,4,6,3,6,2,3,6,4,0,6,6,0,0,1,6,6,4,6,2,6,6,6,100,100,100,17,0,6,6,6,6,3,6,5,6,6,10,10,25,18,1,6,2,NA,0,EN,snowball,ZAF,2,0
170,South Africa,05/05/2020 07:11,05/05/2020 07:27,0,100,972,1,05/05/2020 07:27,100,100,100,100,0,1,0,1,0,0,2,4,4,4,3,4,4,3,4,4,4,5,2,2,4,5,4,1,3,2,4,4,3,3,3,3,3,3,81,70,82,81,43,4,3,2,3,6,4,5,3,2,7,7,37,12,2,7,1,NA,0,AFRI,snowball,ZAF,3,0
170,South Africa,28/04/2020 16:39,28/04/2020 17:24,0,71,2714,0,05/05/2020 17:25,100,100,97,100,1,0,0,1,0,0,4,6,6,6,4,6,6,4,3,3,6,2,6,0,0,0,0,6,4,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,EN,snowball,ZAF,4,0
170,South Africa,23/04/2020 08:29,23/04/2020 08:37,0,100,455,1,23/04/2020 08:37,90,100,90,100,0,0,0,0,0,0,2,1,5,3,2,6,2,1,0,1,1,6,6,4,1,5,5,5,5,4,4,3,0,3,5,4,3,2,85,22,100,74,96,2,2,1,3,5,6,6,4,3,10,9,24,17,2,3,1,NA,0,EN,snowball,ZAF,4,0
170,South Africa,06/05/2020 23:30,06/05/2020 23:46,0,100,986,1,06/05/2020 23:46,100,100,50,57,0,1,0,0,1,0,4,2,5,4,4,6,4,6,6,4,3,5,3,4,3,3,4,2,2,4,6,3,1,5,4,2,6,6,83,74,49,85,7,4,3,4,3,7,6,5,1,3,10,10,25,16,2,7,1,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,23/04/2020 08:23,23/04/2020 08:35,0,100,720,1,23/04/2020 08:35,100,100,100,96,0,0,1,0,1,0,3,4,5,6,4,6,5,4,2,5,4,2,0,0,3,0,3,4,1,2,2,4,2,4,4,2,5,3,60,75,6,8,4,4,5,5,5,9,5,5,3,3,4,8,35,16,2,5,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,06/05/2020 00:48,06/05/2020 01:13,0,100,1506,1,06/05/2020 01:13,80,100,100,89,0,1,0,1,0,0,5,6,6,4,3,5,3,6,3,3,3,0,2,6,6,2,3,3,3,5,5,5,6,3,6,6,3,3,86,86,16,51,9,5,5,5,3,8,5,4,2,4,4,8,74,10,1,6,3,NA,0,EN,snowball,ZAF,3,0
170,South Africa,03/05/2020 12:51,03/05/2020 13:01,0,100,594,1,03/05/2020 13:01,100,99,100,81,0,0,0,0,0,0,4,5,5,6,4,6,4,5,4,4,0,1,3,0,3,2,4,1,2,3,0,5,1,5,2,2,3,4,86,91,19,34,10,6,5,4,4,8,5,5,2,0,7,9,46,21,2,8,1,NA,1,EN,snowball,ZAF,2,0
170,South Africa,10/05/2020 14:47,10/05/2020 14:57,0,100,639,1,10/05/2020 14:57,5,3,3,74,0,0,0,1,1,1,5,4,6,5,2,5,6,5,4,5,2,4,0,4,5,3,2,1,3,4,2,1,2,5,5,3,6,6,100,100,33,44,29,6,6,5,5,9,5,5,5,5,8,8,44,19,2,6,1,NA,0,AFRI,snowball,ZAF,1,0
170,South Africa,29/04/2020 10:35,29/04/2020 10:58,0,100,1408,1,29/04/2020 10:58,95,100,70,70,1,0,0,1,0,0,3,5,6,4,3,5,4,4,4,3,2,6,6,4,0,5,4,4,3,4,6,4,6,0,5,5,4,2,61,11,62,100,54,6,6,2,2,4,6,6,5,6,8,8,22,16,2,4,4,NA,1,EN,snowball,ZAF,3,0
170,South Africa,02/05/2020 07:44,02/05/2020 08:06,0,100,1318,1,02/05/2020 08:06,97,100,100,100,1,0,0,1,0,0,5,6,6,6,3,5,3,6,6,0,6,6,6,4,6,5,5,5,0,5,1,3,6,3,6,4,3,3,100,100,12,100,5,5,6,5,5,7,6,6,3,2,5,10,40,25,1,8,1,NA,0,EN,snowball,ZAF,3,0
170,South Africa,06/05/2020 06:11,06/05/2020 11:26,0,100,18858,1,06/05/2020 11:26,80,100,100,100,0,0,0,0,0,0,5,3,4,4,5,5,4,5,5,3,4,6,5,5,4,6,6,3,4,6,4,2,2,0,6,4,6,4,72,82,76,15,43,2,1,3,3,5,5,2,4,5,10,10,38,12,1,4,5,0,0,AFRI,snowball,ZAF,2,0
170,South Africa,20/04/2020 11:59,20/04/2020 12:07,0,100,486,1,20/04/2020 12:07,90,0,97,97,1,1,1,0,0,0,3,4,6,5,4,4,2,0,2,3,3,1,6,1,1,0,6,6,2,6,2,4,6,0,2,2,1,3,29,4,1,1,2,4,5,0,0,2,6,6,1,2,0,8,45,12,2,5,5,1,0,EN,snowball,ZAF,2,0
170,South Africa,06/05/2020 00:57,06/05/2020 03:00,0,100,7375,1,06/05/2020 03:00,100,100,100,31,0,0,0,1,0,1,6,4,3,5,6,6,5,6,5,5,2,4,0,0,3,4,3,0,2,1,1,6,1,4,0,3,6,6,87,95,38,91,1,4,6,5,6,9,5,5,2,5,6,10,28,18,2,7,1,NA,0,EN,snowball,ZAF,2,0
170,South Africa,09/05/2020 05:30,09/05/2020 05:35,0,71,268,0,16/05/2020 05:35,40,6,80,100,0,0,0,0,0,0,4,4,5,5,6,6,6,6,2,6,3,5,0,3,5,2,6,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AFRI,snowball,ZAF,4,0
170,South Africa,07/05/2020 07:11,07/05/2020 07:33,0,100,1320,1,07/05/2020 07:33,80,80,80,80,0,1,0,0,0,0,2,3,3,2,3,3,3,3,3,3,4,4,2,2,4,3,5,2,3,2,3,3,3,2,3,3,3,3,76,59,80,81,61,3,3,3,3,5,3,3,3,3,5,5,46,20,2,7,2,NA,0,AFRI,snowball,ZAF,6,0
170,South Africa,04/05/2020 14:42,04/05/2020 14:51,0,100,488,1,04/05/2020 14:51,90,100,77,83,1,0,0,1,0,0,3,3,6,0,5,5,2,6,4,4,4,5,5,4,5,3,6,4,2,4,3,1,3,6,6,5,4,5,71,42,90,93,20,3,4,4,4,6,4,6,4,5,9,9,24,17,2,7,1,NA,1,EN,snowball,ZAF,3,0
170,South Africa,05/05/2020 07:56,05/05/2020 08:25,0,100,1781,1,05/05/2020 08:25,97,100,100,10,1,1,1,1,1,1,3,2,6,4,5,6,6,6,2,5,6,2,0,1,6,2,6,1,5,6,1,6,4,4,5,0,6,5,95,98,20,9,20,5,5,4,4,7,6,5,4,1,2,5,65,16,2,5,5,1,0,AFRI,snowball,ZAF,3,0
170,South Africa,03/05/2020 07:50,03/05/2020 08:49,0,100,3497,1,03/05/2020 08:49,100,100,100,100,0,1,0,1,0,0,1,5,6,6,4,6,5,6,3,3,2,3,4,1,3,4,3,4,1,3,3,4,2,3,2,3,4,4,100,87,40,37,13,5,5,6,6,8,6,5,5,5,1,8,27,21,2,5,4,NA,0,EN,snowball,ZAF,2,0
170,South Africa,06/05/2020 06:15,06/05/2020 06:22,0,100,423,1,06/05/2020 06:22,90,70,60,100,0,0,0,0,0,0,3,2,3,3,4,6,4,6,4,4,5,3,4,6,4,3,4,2,6,2,3,4,1,2,4,4,6,5,94,87,88,15,2,5,6,6,4,9,4,6,2,3,1,5,23,17,1,9,4,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,07/05/2020 02:41,07/05/2020 03:00,0,100,1161,1,07/05/2020 03:00,100,100,100,100,1,0,0,0,0,0,3,4,5,3,3,6,6,5,1,1,0,4,5,0,3,3,5,0,1,6,5,5,5,1,5,5,5,5,100,100,47,70,84,5,6,3,3,9,5,0,0,0,1,4,74,12,2,7,3,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,20/04/2020 11:38,20/04/2020 11:49,0,100,681,1,20/04/2020 11:49,100,100,100,55,0,0,0,1,0,1,5,4,5,3,5,5,4,5,1,4,1,4,1,3,2,3,4,3,3,3,2,4,3,3,2,3,5,5,100,84,47,30,13,3,3,4,4,6,4,4,3,3,6,9,45,13,2,7,5,1,0,EN,snowball,ZAF,3,0
170,South Africa,09/05/2020 03:28,09/05/2020 03:52,0,100,1452,1,09/05/2020 03:52,94,100,100,100,0,1,0,0,0,0,3,5,5,6,5,6,5,3,6,3,1,5,1,3,1,2,4,4,1,1,4,1,3,3,4,3,6,3,94,97,51,13,29,5,5,4,2,7,5,5,3,3,8,10,50,16,2,7,1,NA,0,AFRI,snowball,ZAF,2,0
170,South Africa,14/05/2020 08:01,14/05/2020 08:32,0,100,1898,1,14/05/2020 08:32,90,100,96,94,0,0,0,1,0,0,5,5,5,5,5,5,5,6,4,4,0,2,0,0,0,0,0,0,0,0,1,5,0,5,0,6,6,6,91,100,0,0,0,5,5,6,6,9,5,4,1,1,1,9,72,16,1,8,1,NA,0,EN,snowball,ZAF,8,0
170,South Africa,07/05/2020 01:33,07/05/2020 01:46,0,100,809,1,07/05/2020 01:47,100,100,100,100,0,1,1,0,0,1,4,3,4,4,3,4,4,5,2,2,3,3,2,3,1,3,4,4,2,4,3,4,4,2,3,3,3,2,72,57,32,69,55,4,4,3,4,4,4,4,3,2,6,8,21,15,2,6,4,NA,0,EN,snowball,ZAF,2,0
170,South Africa,23/04/2020 10:30,23/04/2020 10:43,0,100,836,1,23/04/2020 10:43,100,100,86,72,0,0,0,1,0,0,3,3,4,5,4,3,1,4,2,4,2,5,6,5,2,5,5,4,1,4,5,3,5,1,4,1,1,3,100,100,87,8,29,4,3,4,5,4,5,4,6,1,5,10,24,17,1,3,5,0,0,EN,snowball,ZAF,2,0
170,South Africa,14/05/2020 22:53,15/05/2020 11:24,0,100,45059,1,15/05/2020 11:24,NA,NA,NA,NA,1,0,1,0,0,0,5,2,5,2,4,3,2,4,0,0,5,6,3,6,4,6,6,3,6,5,6,5,6,1,4,2,2,4,97,57,100,100,51,0,3,4,4,3,6,5,4,4,5,8,34,19,2,3,4,NA,0,EN,snowball,ZAF,2,0
170,South Africa,14/05/2020 08:16,14/05/2020 08:26,0,100,612,1,14/05/2020 08:26,89,100,80,100,1,1,1,1,1,0,4,4,5,3,4,2,4,5,5,1,2,6,6,4,2,5,6,5,4,5,4,4,1,4,3,5,5,3,91,70,97,50,100,4,4,3,2,6,6,5,4,5,8,10,21,15,2,6,4,NA,0,EN,snowball,ZAF,2,0
170,South Africa,28/04/2020 16:11,28/04/2020 16:31,0,100,1201,1,28/04/2020 16:31,100,100,100,90,0,0,0,1,0,0,6,2,4,4,3,4,3,6,3,4,0,6,6,3,6,6,6,4,0,2,5,4,3,6,6,3,6,6,100,48,100,100,69,5,6,6,6,0,6,6,6,4,5,10,19,12,1,8,4,NA,0,EN,snowball,ZAF,3,0
170,South Africa,28/04/2020 16:32,28/04/2020 16:44,0,100,716,1,28/04/2020 16:44,81,22,100,86,1,0,0,0,0,0,1,5,4,1,4,2,5,5,5,1,2,2,4,5,1,4,1,4,2,3,3,3,4,3,3,5,4,3,37,15,95,61,5,0,1,6,4,6,2,2,2,2,0,1,18,11,2,7,4,NA,0,EN,snowball,ZAF,3,0
170,South Africa,29/04/2020 10:47,29/04/2020 11:12,0,100,1514,1,29/04/2020 11:12,0,65,57,100,0,0,0,1,0,0,6,6,6,6,4,6,6,6,6,4,0,3,4,3,1,1,3,0,1,4,2,4,4,4,5,4,4,5,69,100,74,45,0,6,6,6,6,5,6,6,4,4,0,0,27,15,2,5,2,NA,0,FR,snowball,ZAF,4,0
